variant,revenue_month,signal_date,delay_trading_days,exec_date,exit_date,holding_days,market,stock_id,stock_name,industry,sur_3m,pre_ret_20d,avg_turnover_20d,margin_balance_pct_chg_5d,margin_deleveraging_intensity,no_new_10d_low,abnormal_turnover,entry_open,entry_close,exit_close,possible_limit_up_nonfill,gross_return,net_return
frr1_basic_deleveraging,2024-12,2025-01-13,1,2025-01-14,2025-02-20,20,otc,6143,振曜,通信網路業,2.1286196164894897,0.10091743119266061,131074300.0,0.0,0.07539817011182649,True,0.38714260281578156,122.0,121.5,129.5,False,0.061475409836065475,0.051475409836065474
frr1_basic_deleveraging,2024-12,2025-01-13,2,2025-01-15,2025-02-07,10,otc,6143,振曜,通信網路業,2.1286196164894897,0.10091743119266061,131074300.0,0.0,0.07539817011182649,True,0.38714260281578156,119.5,118.0,131.0,False,0.09623430962343105,0.08623430962343105
frr1_basic_deleveraging,2024-12,2025-01-13,2,2025-01-15,2025-02-14,15,otc,6143,振曜,通信網路業,2.1286196164894897,0.10091743119266061,131074300.0,0.0,0.07539817011182649,True,0.38714260281578156,119.5,118.0,121.5,False,0.01673640167364021,0.006736401673640211
frr1_basic_deleveraging,2024-12,2025-01-13,2,2025-01-15,2025-02-21,20,otc,6143,振曜,通信網路業,2.1286196164894897,0.10091743119266061,131074300.0,0.0,0.07539817011182649,True,0.38714260281578156,119.5,118.0,138.5,False,0.15899581589958167,0.14899581589958166
frr1_basic_deleveraging,2024-12,2025-01-13,3,2025-01-16,2025-02-10,10,otc,6143,振曜,通信網路業,2.1286196164894897,0.10091743119266061,131074300.0,0.0,0.07539817011182649,True,0.38714260281578156,120.5,125.0,127.5,False,0.05809128630705396,0.048091286307053956
frr1_basic_deleveraging,2024-12,2025-01-13,3,2025-01-16,2025-02-17,15,otc,6143,振曜,通信網路業,2.1286196164894897,0.10091743119266061,131074300.0,0.0,0.07539817011182649,True,0.38714260281578156,120.5,125.0,122.5,False,0.016597510373443924,0.006597510373443924
frr1_basic_deleveraging,2024-12,2025-01-13,3,2025-01-16,2025-02-24,20,otc,6143,振曜,通信網路業,2.1286196164894897,0.10091743119266061,131074300.0,0.0,0.07539817011182649,True,0.38714260281578156,120.5,125.0,139.5,False,0.15767634854771795,0.14767634854771794
frr1_basic_deleveraging,2024-12,2025-01-13,1,2025-01-14,2025-02-06,10,otc,5425,台半,半導體業,1.71351441743462,-0.12998266897746968,66302835.0,0.0,0.11302079850197284,False,0.7496168765122598,50.2,51.4,53.4,False,0.06374501992031867,0.05374501992031867
frr1_basic_deleveraging,2024-12,2025-01-13,1,2025-01-14,2025-02-13,15,otc,5425,台半,半導體業,1.71351441743462,-0.12998266897746968,66302835.0,0.0,0.11302079850197284,False,0.7496168765122598,50.2,51.4,54.6,False,0.08764940239043817,0.07764940239043817
frr1_basic_deleveraging,2024-12,2025-01-13,1,2025-01-14,2025-02-20,20,otc,5425,台半,半導體業,1.71351441743462,-0.12998266897746968,66302835.0,0.0,0.11302079850197284,False,0.7496168765122598,50.2,51.4,55.8,False,0.11155378486055767,0.10155378486055767
frr1_basic_deleveraging,2024-12,2025-01-13,2,2025-01-15,2025-02-07,10,otc,5425,台半,半導體業,1.71351441743462,-0.12998266897746968,66302835.0,0.0,0.11302079850197284,False,0.7496168765122598,51.0,52.5,53.9,False,0.056862745098039236,0.046862745098039234
frr1_basic_deleveraging,2024-12,2025-01-13,2,2025-01-15,2025-02-14,15,otc,5425,台半,半導體業,1.71351441743462,-0.12998266897746968,66302835.0,0.0,0.11302079850197284,False,0.7496168765122598,51.0,52.5,55.0,False,0.07843137254901955,0.06843137254901956
frr1_basic_deleveraging,2024-12,2025-01-13,2,2025-01-15,2025-02-21,20,otc,5425,台半,半導體業,1.71351441743462,-0.12998266897746968,66302835.0,0.0,0.11302079850197284,False,0.7496168765122598,51.0,52.5,56.9,False,0.11568627450980395,0.10568627450980396
frr1_basic_deleveraging,2024-12,2025-01-13,3,2025-01-16,2025-02-10,10,otc,5425,台半,半導體業,1.71351441743462,-0.12998266897746968,66302835.0,0.0,0.11302079850197284,False,0.7496168765122598,52.6,52.8,54.4,False,0.034220532319391594,0.024220532319391593
frr1_basic_deleveraging,2024-12,2025-01-13,3,2025-01-16,2025-02-17,15,otc,5425,台半,半導體業,1.71351441743462,-0.12998266897746968,66302835.0,0.0,0.11302079850197284,False,0.7496168765122598,52.6,52.8,54.4,False,0.034220532319391594,0.024220532319391593
